time,state,players
296.094,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.195,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.296,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.397,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.498,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.600,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.702,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.804,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
296.906,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.007,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.112,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.215,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.319,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.423,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.524,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.624,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.724,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.824,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
297.926,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.029,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.133,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.236,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.338,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.442,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.543,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.644,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.746,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.848,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
298.950,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.051,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.153,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.254,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.359,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.460,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.560,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.661,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.762,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.863,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
299.968,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
300.068,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
300.171,Patrol,Player(Clone):0.000:False;Girl(Clone):0.000:False
